area_code,area_name,census_geography,all_residents,area_ha,density,centroid_x,centroid_y
W01001738,Cardiff 039B,lsoa,1421,29.88,47.6,312772.83513914765,176504.02219772377
W01001739,Cardiff 039C,lsoa,1361,23.18,58.7,313369.2338952302,176608.50256715194
W01001740,Cardiff 039D,lsoa,1521,20.03,75.9,313471.930983525,176228.22101168704
W01001741,Cardiff 039E,lsoa,1619,23.12,70,312917.04152730864,176271.20253904903
W01001742,Cardiff 043A,lsoa,1515,22.51,67.3,312940.40706147917,175889.1365594347
W01001743,Cardiff 043B,lsoa,1424,42.46,33.5,311709.0505502423,175840.0319245293
W01001744,Cardiff 043C,lsoa,1592,47.26,33.7,312381.69325076987,175578.25205297623
W01001749,Cardiff 027C,lsoa,1488,46.17,32.2,313122.5527051976,178352.51345160653
W01001750,Cardiff 031A,lsoa,1650,45.83,36,314000.4118670318,177862.20617758943
W01001751,Cardiff 027D,lsoa,1661,29.86,55.6,313216.22406872484,177845.20650267845
W01001752,Cardiff 031B,lsoa,1625,41.18,39.5,313913.06671285816,177294.4945193673
W01001846,Cardiff 006C,lsoa,1727,73.95,23.4,312307.815517958,181466.88713225466
W01001847,Cardiff 006D,lsoa,1535,99.44,15.4,312383.6472321325,181414.63301234398
W01001954,Cardiff 006F,lsoa,1537,64.01,24,312958.36679349584,180611.47056471003
W01001780,Cardiff 026B,lsoa,1750,54.03,32.4,314565.79498923966,178738.0099611766
W01001745,Cardiff 043D,lsoa,1355,41.25,32.8,311587.4465580335,175327.12050324917
W01001746,Cardiff 041D,lsoa,1542,28.69,53.7,314086.314019939,176739.10356448984
W01001747,Cardiff 027A,lsoa,1624,50.37,32.2,313764.52935698634,178595.5809171048
W01001748,Cardiff 027B,lsoa,1569,29.63,53,313858.41718127043,178269.90619607174
W01001753,Cardiff 031C,lsoa,1653,26.18,63.1,313193.1607484043,177408.89604200737
W01001784,Cardiff 026F,lsoa,1361,25.69,53,314037.3970441571,178850.7015628324
W01001706,Cardiff 041B,lsoa,1244,58.36,21.3,314850.34847368614,176332.1920359961
W01001754,Cardiff 031D,lsoa,1711,36.9,46.4,314407.6316338188,177216.97814333433
W01001779,Cardiff 026A,lsoa,1445,47.1,30.7,314963.95431220985,178005.79136730928
W01001894,Cardiff 010C,lsoa,1589,33.38,47.6,314666.7007522099,181133.50120941637
W01001849,Cardiff 004A,lsoa,1558,97.7,15.9,314932.42788160057,182096.143380204
W01001885,Cardiff 011D,lsoa,2017,482.47,4.2,323688.228414576,179098.22847917143
W01001886,Cardiff 016D,lsoa,1199,22.05,54.4,323092.72971230675,180027.3394755419
W01001912,Newport 020E,lsoa,1480,1607.09,0.9,327937.5044875044,181929.44324992562
W01001878,Cardiff 011B,lsoa,1574,33.63,46.8,323767.4310386791,181589.54248731275
W01001419,Caerphilly 021D,lsoa,1556,2546.33,0.6,320260.5280645491,186256.34352958298
W01001778,Cardiff 001B,lsoa,1873,431.61,4.3,317555.4785893678,183876.7824833268
W00010122,,oa,237,2.34,101.3,319804.47750000004,177341.7465
W00010202,,oa,212,0.96,220.8,318592.762,174829.783
W00009432,,oa,244,1.84,132.6,319558.603,177512.225
W00009131,,oa,357,3.61,98.9,317900.23199999996,175504.0745
W00008803,,oa,293,3.51,83.5,319005.5,174629.9585
W00010124,,oa,253,1.76,143.8,318719.2415,174442.31949999998
W00009091,,oa,352,2.16,163,317928.00049999997,174498.6485
W00010141,,oa,193,18.66,10.3,317927.8985,176329.9285
W00010148,,oa,182,1.2,151.7,317940.222,173810.124
W00010171,,oa,211,5.04,41.9,319332.493,175172.8205
W00010203,,oa,179,1.15,155.7,318670.75450000004,174483.2755
W00008816,,oa,269,1.39,193.5,318819,175208.6885
W00010125,,oa,374,2,187,318273.75049999997,177417.102
W00009428,,oa,408,3.17,128.7,318965.849,177579.5765
W00010205,,oa,246,5.81,42.3,317670.822,177948.62300000002
W00009074,,oa,296,2.29,129.3,317816.10199999996,178665.842
W00010193,,oa,300,2.22,135.1,318566.6385,174997.1745
W00010118,,oa,546,4.81,113.5,317814.2395,177644.718
W00010191,,oa,188,3.99,47.1,318830.53500000003,175781.2605
W00010119,,oa,757,3.32,228,317705.922,177685.229
W00010166,,oa,293,8.49,34.5,321230.971,181694.44449999998
W00010167,,oa,160,1.3,123.1,318160.7525,173516.7825
W00009335,,oa,376,4.9,76.7,320563.3275,181429.106
W00010132,,oa,196,1.08,181.5,318597.135,177228.1545
W00008906,,oa,373,2.39,156.1,318064.98199999996,177821.062
W00008904,,oa,461,3.62,127.3,318475.0195,177776.6775
W00008909,,oa,463,2.36,196.2,318365.11100000003,177683.31949999998
W00008902,,oa,589,20.94,28.1,318193.2655,178749.8655
W00008901,,oa,494,2.29,215.7,318480.9865,177494.16749999998
W00009435,,oa,257,1.41,182.3,319448.8155,177551.03499999997
W00008916,,oa,456,2.92,156.2,318634.5075,177327.198
W00008912,,oa,554,12.95,42.8,317865.8995,177567.52649999998
W00008911,,oa,382,2.82,135.5,318138.7685,177597.517
W00008918,,oa,433,11.47,37.8,318076.5,178462.426
W00008919,,oa,263,8.47,31.1,317740.5995,178399.47100000002
W00009374,,oa,319,5.35,59.6,320145.395,181430.0275
W00009307,,oa,319,7.61,41.9,321767.80850000004,180372.81900000002
W00009400,,oa,373,3.23,115.5,319372.753,178143.06050000002
W00010116,,oa,238,2,119,319083.07999999996,176700.845
W00010195,,oa,169,1.48,114.2,318846.5605,175562.375
W00009120,,oa,356,5.51,64.6,317793.31649999996,174145.859
W00009121,,oa,357,10.77,33.1,317979.074,174198.343
W00009128,,oa,383,3.05,125.6,317844.0925,175704.84149999998
W00009392,,oa,328,4.2,78.1,319288.447,178459.137
W00009318,,oa,330,8.73,37.8,321956.8995,181568.788
W00009399,,oa,316,2.88,109.7,319712.995,178128.9905
W00009398,,oa,221,1.91,115.7,319356.042,178027.7115
W00009419,,oa,291,7.58,38.4,319795.8615,178807.0085
W00008960,,oa,372,9.3,40,318756.1425,180755.4365
W00008801,,oa,341,2.64,129.2,320164.42350000003,177184.975
W00009117,,oa,426,4.66,91.4,317714.3225,174524.8725
W00009474,,oa,333,2.87,116,319581.952,177678.0565
W00009473,,oa,327,1.92,170.3,319115.6655,177723.0935
W00009642,,oa,279,2.42,115.3,320200.1015,176480.581
W00008974,,oa,282,5.66,49.8,318891.802,179773.845
W00009641,,oa,260,13,20,320651.44,176729.62550000002
W00009106,,oa,350,2.34,149.6,317894.2265,175004.015
W00009107,,oa,344,2,172,317636.60349999997,174864.7955
W00009108,,oa,297,3.09,96.1,317904.719,174739.9455
W00009362,,oa,297,6.04,49.2,319959.657,179815.397
W00008811,,oa,251,3.28,76.5,319033.315,175765.46399999998
W00009557,,oa,454,3.3,137.6,317662.0785,176223.4165
W00009467,,oa,373,1.76,211.9,319058.8465,177992.548
W00009464,,oa,286,1.85,154.6,318815.9265,177946.8655
W00009460,,oa,424,2.29,185.2,318937.61699999997,178156.6615
W00009654,,oa,284,3.19,89,320629.19499999995,177160.46600000001
W00009112,,oa,397,3.45,115.1,317624.5455,174851
W00009114,,oa,490,5.69,86.1,318263.359,174561.179
W00009113,,oa,339,2.32,146.1,317980.4445,174663.588
W00009118,,oa,263,1.78,147.8,317776.2485,174443.061
W00009119,,oa,302,5.88,51.4,318044.26399999997,173977.398
W00009609,,oa,329,17.15,19.2,322188.681,178718.08899999998
W00010123,,oa,920,21.49,42.8,319507.4965,179746.0615
W00010121,,oa,233,5.1,45.7,318246.1275,176254.737
W00009627,,oa,295,4.58,64.4,321743.3905,179426.749
W00009984,,oa,321,4.11,78.1,319262.71499999997,176736.929
W00009341,,oa,321,7.94,40.4,320319.206,181107.7555
W00009440,,oa,327,3.02,108.3,319268.06700000004,177349.472
W00009632,,oa,307,2.08,147.6,320260.373,176769.413
W00009631,,oa,269,3.37,79.8,320874.8935,176699.8835
W00009638,,oa,286,7.8,36.7,320957.0125,176577.831
W00009160,,oa,328,6.93,47.3,317770.12,180564.54499999998
W00008924,,oa,499,2.85,175.1,318227.91099999996,178183.177
W00008929,,oa,361,3.01,119.9,318173.174,178099.059
W00009356,,oa,411,5.15,79.8,319574.659,180154.6255
W00009455,,oa,191,1.76,108.5,318581.8165,178077.2735
W00009450,,oa,209,3.63,57.6,319235.77150000003,176953
W00008785,,oa,383,3.77,101.6,319691.228,176809.391
W00008789,,oa,318,2.3,138.3,319482.13899999997,176598.0275
W00009606,,oa,295,6.39,46.2,321215.6925,179093.91950000002
W00010129,,oa,150,5.4,27.8,319229.757,175491.691
W00008932,,oa,515,2.88,178.8,318142.033,177940.1325
W00009093,,oa,366,4.15,88.2,318051.224,173612.9965
W00009098,,oa,392,2.14,183.2,317847.2745,175203.9425
W00009427,,oa,325,5.45,59.6,319767.9115,177610.9205
W00009424,,oa,390,3.29,118.5,318905.2555,177285.9235
W00009422,,oa,313,6.66,47,319912.212,178582.8505
W00009420,,oa,349,33.76,10.3,320457.19649999996,178948.84975
W00009421,,oa,284,10.52,27,319347.8135,178687.4925
W00008797,,oa,298,7.97,37.4,320497.96349999995,177617.451
W00008791,,oa,250,3.36,74.4,319587.2295,176478.22149999999
W00009569,,oa,317,1.67,189.8,317088.79949999996,176181.4745
W00008896,,oa,268,2.14,125.2,315959.7865,177014.9265
W00009724,,oa,339,6.49,52.2,315178.78599999996,179596.3895
W00009127,,oa,339,2.14,158.4,317537.92850000004,175614.0095
W00008855,,oa,325,3.87,84,316310.45900000003,176954.4705
W00008859,,oa,334,2.85,117.2,315641.50450000004,176764.2915
W00009248,,oa,327,8.09,40.4,316811.1235,182740.8765
W00009154,,oa,473,39.18,12.1,317843.368,179264.5755
W00009155,,oa,172,4.4,39.1,318140.3945,179648.4365
W00009568,,oa,327,2.81,116.4,317529.7245,176188.3785
W00009754,,oa,205,3.61,56.8,315706.078,180038.7885
W00009402,,oa,280,2.49,112.4,319959.374,177998.1245
W00009756,,oa,227,3.53,64.3,315558.72849999997,180177.934
W00009755,,oa,279,8.58,32.5,315310.301,180200.2795
W00009750,,oa,274,13.01,21.1,315835.61199999996,180273.05599999998
W00009759,,oa,238,7.53,31.6,315465.45849999995,179888.445
W00009226,,oa,292,8.12,36,315263.484,179239.324
W00009575,,oa,205,2,102.5,317686.431,175921.2175
W00009571,,oa,376,2.56,146.9,317183.38800000004,176075.687
W00009725,,oa,330,5.22,63.2,315424.3715,180564.2665
W00009722,,oa,295,5.63,52.4,314960.6135,180323.7955
W00008887,,oa,322,2.87,112.2,315813.945,177313.0425
W00008884,,oa,196,84.42,2.3,316107.5065,175500.59000000003
W00008883,,oa,284,4.96,57.3,316255.3155,175960.522
W00008889,,oa,307,3.6,85.3,315969.76300000004,177174.43349999998
W00008888,,oa,207,6.09,34,316148.62600000005,177186.86599999998
W00009197,,oa,366,18.33,20,315514.5415,178034.0145
W00009116,,oa,348,2.31,150.6,317968.2735,174611.3295
W00009195,,oa,285,14.24,20,315085.8175,178154.541
W00009231,,oa,255,5.02,50.8,315647.2825,179008.6605
W00009548,,oa,247,11.78,21,315517.6155,180739.039
W00009737,,oa,294,5.51,53.4,315822.819,179416.6405
W00009640,,oa,338,2.41,140.2,319909.07999999996,176537.718
W00008978,,oa,196,4.23,46.3,319467.00950000004,182089.7905
W00009186,,oa,263,7.45,35.3,314914.2605,177821.2765
W00009100,,oa,301,95.21,3.2,316892.024,174750.691
W00008814,,oa,393,6.74,58.3,318759.4105,175466.6385
W00008894,,oa,303,4.24,71.5,315091.4075,177093.565
W00008893,,oa,344,10.35,33.2,314882.983,177004.29700000002
W00009286,,oa,264,8.83,29.9,317562.52150000003,181994.959
W00009204,,oa,221,9.16,24.1,316062.64300000004,177480.501
W00009205,,oa,307,7.74,39.7,315115.8055,177353.75
W00009203,,oa,235,4.92,47.8,315261.73199999996,177483.3245
W00009201,,oa,308,5.44,56.6,314834.6625,177438.3895
W00009552,,oa,248,5.13,48.3,316094.993,180672.699
W00009550,,oa,269,6.13,43.9,316020.0815,180815.6925
W00009559,,oa,383,2.37,161.6,316921.839,176205.69400000002
W00009468,,oa,488,3.06,159.5,318654.2485,177827.495
W00010177,,oa,250,2.66,94,316978.412,181051.059
W00009199,,oa,290,7.74,37.5,314969.4135,177642.776
W00009198,,oa,440,10.65,41.3,315643.6355,177572.326
W00009214,,oa,287,6.63,43.3,315798.9485,179174.84149999998
W00009218,,oa,306,7.3,41.9,315352.002,178619.7045
W00009527,,oa,321,18.55,17.3,315339.645,181772.533
W00010126,,oa,1100,24.89,44.2,316687.22400000005,178484.37050000002
W00009983,,oa,516,12.74,40.5,317582.77099999995,175608.752
W00008864,,oa,285,3.59,79.4,316494.88300000003,176772.56300000002
W00008870,,oa,309,5.93,52.1,315507.8715,176615.9205
W00009537,,oa,222,12.44,17.8,315501.82550000004,181267.1825
W00009535,,oa,258,6.6,39.1,316391.8895,181723.874
W00009587,,oa,239,2.73,87.5,316763.8275,177193.5195
W00009762,,oa,327,11.15,29.3,314904.8815,179787.0895
W00009170,,oa,311,5.7,54.6,317744.17449999996,180249.00400000002
W00008931,,oa,403,2.31,174.5,317914.788,178051.276
W00008794,,oa,363,3.69,98.4,319937.177,177469.152
W00005833,,oa,299,46.13,6.5,316492.04949999996,173481.869
W00005831,,oa,322,45.51,7.1,316398.51300000004,173011.8045
W00005835,,oa,274,29.28,9.4,317131.15449999995,173229.195
W00008897,,oa,201,1.66,121.1,315829.221,177097.15149999998
W00009224,,oa,296,8.55,34.6,315909.9565,178448.6445
W00009222,,oa,204,4.84,42.1,315872.13899999997,178661.4995
W00008863,,oa,254,2.38,106.7,316185.483,176753.2415
W00009077,,oa,392,2.87,136.6,317327.2115,178699.91950000002
W00009613,,oa,317,135.78,2.3,322234.07550000004,178074.809
W00009610,,oa,369,8.53,43.3,321102.7975,178816.793
W00010232,,oa,619,7.86,78.8,317485.245,178177.4515
W00008856,,oa,289,2.33,124,315685.123,176978
W00009244,,oa,283,9.02,31.4,316995.1235,183233.1515
W00009243,,oa,349,8.5,41.1,317339.947,183206.9995
W00009563,,oa,291,3.03,96,317641.13049999997,176377.235
W00009309,,oa,307,4.16,73.8,321942.878,180195.8115
W00009566,,oa,381,2.43,156.8,317355.2695,176275.62949999998
W00009567,,oa,254,3.03,83.8,316982.0595,176067.948
W00009564,,oa,312,2.21,141.2,317008.5405,176263.574
W00010115,,oa,862,6.73,128.1,318442.2595,177125.75
W00009314,,oa,251,24.74,10.1,321097.84550000005,179400.3135
W00010215,,oa,241,2.9,83.1,319072.1115,175224.391
W00010213,,oa,167,3.77,44.3,316109.55299999996,176291.327
W00009223,,oa,269,5.82,46.2,316139.91949999996,178436.476
W00009576,,oa,248,84.4,2.9,316453.1095,177802.31449999998
W00009579,,oa,215,1.75,122.9,316567.775,177242.803
W00008966,,oa,305,6.15,49.6,318334.0165,180127.7065
W00009137,,oa,251,1.51,166.2,317469.5325,175381.889
W00009134,,oa,294,3.07,95.8,317313.40150000004,175444.864
W00009130,,oa,281,2.14,131.3,317410.7215,175560.18949999998
W00009139,,oa,297,8.32,35.7,317213.3995,179454.122
W00008885,,oa,486,7.57,64.2,316766.7785,175765.7525
W00009545,,oa,281,10.24,27.4,315820.94350000005,180958.152
W00009541,,oa,278,6.09,45.6,315927.7925,181267.7745
W00009730,,oa,260,7.8,33.3,316043.05299999996,179721.33500000002
W00010162,,oa,292,3.69,79.1,316946.25899999996,180409.0505
W00009101,,oa,473,2.65,178.5,317864.9045,175108.438
W00009289,,oa,319,9.32,34.2,317139.77749999997,182008.352
W00009554,,oa,228,4.81,47.4,316310.5695,182311.538
W00009115,,oa,297,4.04,73.5,318356.774,174684.973
W00010140,,oa,475,5.94,80,315786.78599999996,176105.634
W00010120,,oa,308,2.29,134.5,319517.217,174681.0815
W00009429,,oa,300,1.4,214.3,319355.0375,177649.352
W00009622,,oa,300,7.38,40.7,322585.2845,179717.3235
W00008862,,oa,247,1.71,144.4,315700.3425,176862.739
W00008866,,oa,296,2.76,107.2,316040.7,176798.728
W00008867,,oa,286,2.3,124.3,315774.0685,176737.3715
W00008860,,oa,292,2.47,118.2,316286.73199999996,176837.94199999998
W00008869,,oa,303,3.24,93.5,316234.918,176680.2645
W00009342,,oa,410,5.11,80.2,320811.3355,181057.514
W00009533,,oa,260,6.19,42,315825.00800000003,181920.96149999998
W00009636,,oa,264,6.74,39.2,320426.47250000003,176415.8695
W00009633,,oa,304,5.96,51,319823.07,176439.507
W00009164,,oa,296,4.6,64.3,317397.13300000003,180542.7015
W00009162,,oa,279,5.08,54.9,317158.93200000003,180401.66999999998
W00008923,,oa,376,2.95,127.5,318402.2025,178116.1975
W00008920,,oa,430,2.43,177,318358.5255,178451.44150000002
W00008872,,oa,293,4.13,70.9,315850.55850000004,176500.4605
W00008873,,oa,336,3.21,104.7,316089.4375,176552.0565
W00008871,,oa,350,4.99,70.1,316400.5125,176609.0655
W00008879,,oa,307,2.18,140.8,316429.90650000004,176321.6995
W00009080,,oa,434,3.24,134,317767.475,178583.4045
W00009088,,oa,373,12.29,30.3,317485.1455,178602.501
W00009586,,oa,235,3.4,69.1,316568.8515,176972.49349999998
W00009585,,oa,295,2.69,109.7,316852.163,176979.1115
W00009581,,oa,292,2.69,108.6,316446.642,177266.3395
W00009580,,oa,361,22.21,16.3,317086.372,177393.84649999999
W00009458,,oa,312,2.19,142.5,318820.66500000004,178222.5185
W00009765,,oa,281,4.29,65.5,315793.57550000004,179890.47749999998
W00009764,,oa,265,6.56,40.4,316303.421,179918.5745
W00009094,,oa,284,3.42,83,316986.519,175189.1175
W00010223,,oa,562,5.48,102.6,317449.047,177961.2035
W00009277,,oa,297,6.86,43.3,316568.54949999996,182710.304
W00009597,,oa,402,5.95,67.6,316863.47,176574.76799999998
W00009594,,oa,305,3.39,90,316697.6065,176788.7305
W00009591,,oa,318,3.31,96.1,316870.93200000003,176741.6995
W00009598,,oa,342,3.49,98,316897.5,176393.4155
W00009324,,oa,300,5.15,58.3,321677.13,181190.2465
W00008603,,oa,410,172.9,2.4,325221.40599999996,183023.34350000002
W00009687,,oa,352,9.86,35.7,323610.58200000005,181405.46149999998
W00009325,,oa,338,5.98,56.5,322378.88,181399.2605
W00010151,,oa,320,3.08,103.9,316946.9745,181329.921
W00009360,,oa,292,5.21,56,319861.67949999997,179991.6925
W00009720,,oa,302,10.98,27.5,313500.099,182235.6595
W00009234,,oa,247,4.63,53.3,315070.2685,179092.89
W00010152,,oa,293,4.44,66,313766.042,179989.17599999998
W00009247,,oa,288,5.6,51.4,317373.105,182667.766
W00010135,,oa,401,4.14,96.9,316843.126,180590.7365
W00009140,,oa,405,7.21,56.2,316965.17350000003,180033.23200000002
W00009141,,oa,429,6.43,66.7,316721.6925,180194.2625
W00009148,,oa,122,2.03,60.1,318158.9975,179859.50400000002
W00009245,,oa,485,15.26,31.8,316623.083,183146.314
W00009249,,oa,321,10.9,29.4,318284.22,182297.78350000002
W00009745,,oa,270,5.79,46.6,314689.3875,180910.05949999997
W00009747,,oa,243,3.64,66.8,315001.72349999996,180675.491
W00009749,,oa,357,6.3,56.7,315232.406,180554.89549999998
W00009156,,oa,268,9.4,28.5,317522.7725,180776.34850000002
W00009153,,oa,347,4.65,74.6,316949.954,179484.2035
W00009252,,oa,412,11.96,34.4,317917.50450000004,181871.7645
W00009258,,oa,363,6.11,59.4,317895.365,181367.98700000002
W00009259,,oa,237,5.62,42.2,318022.177,181201.4005
W00009486,,oa,378,5.04,75,320170.9175,182088.239
W00009758,,oa,319,8.63,37,314988.74950000003,180158.7175
W00009364,,oa,325,5.46,59.5,319835.9805,179659.4525
W00009229,,oa,348,3.69,94.3,314727.8715,179335
W00006525,,oa,259,58.76,4.4,312525.5455,184063.022
W00009412,,oa,319,6.92,46.1,320035.1225,179246.26049999997
W00009726,,oa,316,10.86,29.1,315241.59699999995,179814.728
W00009727,,oa,293,5.22,56.1,316183.1165,179521.9135
W00009728,,oa,314,5.81,54,315654.00749999995,179541.638
W00009729,,oa,270,6.5,41.5,316386.773,179389.146
W00008967,,oa,158,2.5,63.2,318895.922,180163.869
W00008964,,oa,299,5.35,55.9,318878.2105,180280.07549999998
W00008963,,oa,330,10.13,32.6,319243.179,180381.557
W00009230,,oa,326,5.5,59.3,315167.5885,179216
W00009540,,oa,303,8.11,37.4,316398.1855,181366.15000000002
W00009549,,oa,320,7.18,44.6,316501.7635,180832.407
W00009736,,oa,329,5.08,64.8,316532.788,179317.48599999998
W00009731,,oa,288,2.88,100,316469.577,179574.8695
W00009735,,oa,517,6.14,84.2,316705.81200000003,179403.213
W00008971,,oa,325,8.59,37.8,318265.7035,180053.50400000002
W00009184,,oa,310,14.02,22.1,318696.678,183279.8095
W00009182,,oa,351,10.27,34.2,318349.901,183266.91499999998
W00009189,,oa,312,8.88,35.1,314041.622,179371.276
W00009188,,oa,315,6.02,52.3,313895.911,179460.4895
W00009282,,oa,267,4.23,63.1,316873.229,182453.1015
W00009281,,oa,341,6.3,54.1,317384.97,182363.089
W00009556,,oa,294,13.92,21.1,315270.46900000004,182082.6615
W00009553,,oa,303,5.72,53,315817.1505,182166.478
W00009376,,oa,423,120.72,3.5,311961.08999999997,182732.5385
W00009526,,oa,366,23.27,15.7,315239.184,181495.3195
W00009522,,oa,263,7.27,36.2,316120.917,182032.7445
W00006515,,oa,455,30.74,14.8,312257.7275,183568.5045
W00009528,,oa,270,6.49,41.6,316078.2705,181867.401
W00009716,,oa,322,171.16,1.9,313824.07849999995,183346.7825
W00008954,,oa,333,9.2,36.2,318493.00399999996,180852.3335
W00008957,,oa,349,9.88,35.3,318313.93350000004,180851.9995
W00008952,,oa,305,31.75,9.6,319609.85750000004,181449.7855
W00008951,,oa,422,11.44,36.9,318278.428,181218.32400000002
W00009348,,oa,348,4.7,74,319642.802,180413.305
W00009534,,oa,216,4.19,51.6,316480.797,181665.759
W00009539,,oa,317,6.57,48.2,316417.9865,181462.64299999998
W00010150,,oa,379,159.96,2.4,312344.078,180167.0725
W00009166,,oa,322,5.95,54.1,316301.5285,180311.843
W00009169,,oa,370,8.46,43.7,317956.0435,180339.00300000003
W00009351,,oa,342,3.93,87,320481.368,180286.30550000002
W00009266,,oa,275,5.49,50.1,317582.579,183108.8995
W00009267,,oa,247,5.52,44.7,317238.717,183182.013
W00009264,,oa,315,10.29,30.6,317770.799,183197.225
W00009262,,oa,302,4.84,62.4,317551.4865,183487.72999999998
W00009268,,oa,259,4.86,53.3,317696.4445,183088.046
W00009269,,oa,225,3.84,58.6,317177.293,183018.087
W00009503,,oa,588,31.87,18.4,312794.70900000003,180568.415
W00009766,,oa,299,7.98,37.5,315957.908,179908.995
W00009763,,oa,324,6.7,48.4,314257.8345,179922.7555
W00009760,,oa,327,5.06,64.6,314495.838,180086.84350000002
W00009172,,oa,316,6.62,47.7,316164.68000000005,180146.90350000001
W00009178,,oa,254,10.97,23.2,318566.7825,182842.8225
W00009517,,oa,289,5.58,51.8,316140.69550000003,181558.0235
W00010228,,oa,404,46.11,8.8,310753.997,180208.74
W00010227,,oa,268,6.55,40.9,312502.319,181738.0565
W00009279,,oa,286,5.22,54.8,317119.473,182492.2905
W00009514,,oa,317,56.54,5.6,312713.3645,181700.4445
